fk_pmid,year,abstract,diversity,soc_diversity,h1_totals,h2_totals,h3_totals
25601826,2015,"BACKGROUND:
Anxiety disorders are a potentially disabling group of disorders that frequently co-occur with alcohol use disorders. Comorbid anxiety and alcohol use disorders are associated with poorer outcomes, and are difficult to treat with standard psychosocial interventions. In addition, improved understanding of the biological basis of the conditions has contributed to a growing interest in the use of medications for the treatment of people with both diagnoses.
OBJECTIVE:
To assess the effects of pharmacotherapy for treating anxiety in people with comorbid alcohol use disorders, specifically: to provide an estimate of the overall effects of medication in improving treatment response and reducing symptom severity in the treatment of anxiety disorders in people with comorbid alcohol use disorders; to determine whether specific medications are more effective and tolerable than other medications in the treatment of particular anxiety disorders; and to identify which factors (clinical, methodological) predict response to pharmacotherapy for anxiety disorders.
METHODS:
Review authors searched the specialized registers of The Cochrane Collaboration Depression, Anxiety and Neurosis Review Group (CCDANCTR, to January 2014) and the Cochrane Drugs and Alcohol Group (CDAG, to March 2013) for eligible trials. These registers contain reports of relevant randomized controlled trials (RCT) from: the Cochrane Central Register of Controlled Trials (CENTRAL, all years), MEDLINE (1950 to date), EMBASE (1974 to date) and PsycINFO (1967 to date). Review authors ran complementary searches on EMBASE, PubMed, PsycINFO and the Alcohol and Alcohol Problems Science Database (ETOH) (to August 2013). We located unpublished trials through the National Institutes of Health (NIH) RePORTER service and the World Health Organization (WHO) International Clinical Trials Registry Platform (to August 2013). We screened reference lists of retrieved articles for additional studies.
METHODS:
All true RCTs of pharmacotherapy for treating anxiety disorders with comorbid alcohol use disorders. Trials assessing drugs administered for the treatment of drinking behaviour, such as naltrexone, disulfiram and acomprosate were not eligible for inclusion in this systematic review.
METHODS:
A systematic review is a standardised evaluation of all research studies that address a particular clinical issue.Two review authors independently assessed RCTs for inclusion in the review, collated trial data and assessed trial quality. We contacted investigators to obtain missing data. We calculated categorical and continuous treatment effect estimates and their 95% confidence intervals (CI) for treatment using a random-effects model with effect-size variability expressed using Chi(2) and I(2) heterogeneity statistics.
RESULTS:
We included five placebo-controlled pharmacotherapy RCTs (with 290 participants) in the review. Most of the trials provided little information on how randomization was performed or on whether both participants and study personnel were blinded to the intervention. Two of the three trials reporting superiority of medication compared with placebo on anxiety symptom outcomes were industry funded. We regarded one trial as being at high risk of bias due to selective reporting.Study participants had Diagnostic and Statistical Manual (DSM) III- and DSM IV-diagnosed alcohol use disorders and post-traumatic stress disorder (two studies), social anxiety disorder (SAD; two studies) or generalized anxiety disorder (GAD; one study). Four trials assessed the efficacy of the selective serotonin re-uptake inhibitors (SSRIs: sertraline, paroxetine); one RCT investigated the efficacy of buspirone, a 5-hydroxytryptamine (5-HT) partial agonist. Treatment duration lasted between eight and 24 weeks. Overall, 70% of participants included in the review were male.There was very low quality evidence for an effect of paroxetine on global clinical response to treatment, as assessed by the Clinical Global Impressions - Improvement scale (CGI-I). Global clinical response was observed in more than twice as many participants with paroxetine than with placebo (57.7% with paroxetine versus 25.8% with placebo; risk ratio (RR) 2.23, 95% CI 1.13 to 4.41; 2 trials, 57 participants). However, there was substantial uncertainty regarding the size of the effect of paroxetine due to the small number of studies providing data on clinically diverse patient samples. The second primary outcome measure was reduction of anxiety symptom severity. Although study investigators reported that buspirone (one trial) was superior to placebo in reducing the severity of anxiety symptoms over 12 weeks, no evidence of efficacy was observed for paroxetine (mean difference (MD) -14.70, 95% CI -33.00 to 3.60, 2 trials, 44 participants) and sertraline (one trial). Paroxetine appeared to be equally effective in reducing the severity of post-traumatic stress disorder (PTSD) symptoms as the tricyclic antidepressant desipramine in one RCT. The maximal reduction in anxiety disorder symptom severity was achieved after six weeks with paroxetine (two RCTs) and 12 weeks with buspirone (one RCT), with maintenance of medication efficacy extending to 16 with paroxetine and 24 weeks with buspirone. There was no evidence of an effect for any of the medications tested on abstinence from alcohol use or depression symptoms. There was very low quality evidence that paroxetine was well tolerated, based on drop-out due to treatment-emergent adverse effects. Nevertheless, levels of treatment discontinuation were high, with 43.1% of the participants in the studies withdrawing from medication treatment. Certain adverse effects, such as sexual problems, were commonly reported after treatment with paroxetine and sertraline.
CONCLUSIONS:
The evidence-base for the effectiveness of medication in treating anxiety disorders and comorbid alcohol use disorders is currently inconclusive. There was a small amount of evidence for the efficacy of medication, but this was limited and of very low quality. The majority of the data for the efficacy and tolerability of medication were for SSRIs; there were insufficient data to establish differences in treatment efficacy between medication classes or patient subgroups. There was a small amount of very low quality evidence that medication was well tolerated. There was no evidence that alcohol use was responsive to medication.Large, rigorously conducted RCTs would help supplement the small evidence-base for the efficacy and tolerability of pharmacotherapy for anxiety and comorbid alcohol use disorders. Further research on patient subgroups who may benefit from pharmacological treatment, as well as novel pharmacological interventions, is warranted.
",1,1,2,0,0
27632564,2016,"Hypersaline environments that are subject to salinity changes are particularly rich in viruses. Here we report a newly isolated archaeal halovirus, Haloarcula hispanica pleomorphic virus 3 (HHPV3). Its reproduction significantly retards host growth and decreases cell viability without causing lysis. HHPV3 particles require a minimum of 3M NaCl for stability and maintain high infectivity even in saturated salt. Notably, virions are irreversibly inactivated at ~1.5M NaCl in neutral pH, but tolerate this salinity at alkaline pH. The HHPV3 virion is a pleomorphic membrane vesicle containing two major protein species and lipids acquired nonselectively from the host membrane. The circular double-stranded DNA genome contains a conserved gene block characteristic of pleolipoviruses. We propose that HHPV3 is a member of the Betapleolipovirus genus (family Pleolipoviridae). Our findings add insights into the diversity observed among the pleolipoviruses found in hypersaline environments.",1,0,1,0,0
30909907,2019,"BACKGROUND:
In England, influenza and pertussis vaccination has been recommended for all pregnant women since 2010 and 2012 respectively. However, in some areas, vaccination uptake rates have been low. A qualitative study was conducted to gain a contextualised understanding of factors influencing vaccination acceptance during pregnancy in Hackney, a borough in north-east London, UK. This paper draws on in-depth insights gained from the above study, to provide recommendations for increasing long-term maternal vaccination acceptance.
METHODS:
Hackney was chosen as the study site because it has one of the lowest vaccination coverage rates in pregnancy in the UK. A maximum variation sampling method was used to recruit 47 pregnant and recently pregnant women from a wide range of backgrounds, as well as ten healthcare professionals from three general practices; two community antenatal clinics; nine parent-toddler groups; and four community centres. In-depth interviews and a video-recording of a pregnant patient's consultation, explored experiences of care within the National Health Service during pregnancy, and women's views about maternal vaccination. In-depth interviews with healthcare professionals explored their views towards, and how they discuss and provide maternal vaccination. Study data were analysed both deductively, through drawing on insights from anthropological works that address diverse conceptualisations and practices around vaccination; and inductively, with a thematic analysis approach.
RESULTS:
The findings of this study and the recommendations based on them were divided into five broad themes: access to maternal vaccination; healthcare institution rhetoric and its effect on maternal vaccination acceptance; community and family influences on maternal vaccination decisions; healthcare professionals' views towards maternal vaccination; and the influence of patient-healthcare professional relationships on maternal vaccination acceptance.
CONCLUSIONS:
The strategies to improve maternal vaccination acceptance recommended in this paper would engender a more open and democratised healthcare system.
",1,1,3,0,3
28764682,2017,"BACKGROUND:
Pictorial warning labels (PWLs) deter initiation and motivate quitting. Assessing PWLs is important to track effectiveness and wear out. Jordan introduced an updated set of PWLs in 2013. This study assessed the effectiveness of the set after 2.5 years on the market.
METHODS:
We administered a survey in a cross-sectional sample of young adults aged 17-26 years. For convenience, respondents were recruited on university campuses. For heterogeneity, respondents were solicited from the different schools in four geographically diverse university campuses. The study compared perceptions of effectiveness surveyed in 2015 to perceptions gauged in 2010 during a pre-launch evaluation exercise. Outcomes of interest were: salience, fear evocation, adding information, and ability to motivate quitting smoking (for smokers) or deterring starting (for non-smokers).
RESULTS:
Results indicate awareness of the set among smokers and non-smokers, and their recall of at least one PWL message. Results also indicate effectiveness of the set: (1) 1/3 smokers who frequently saw them reported PWLs to trigger considering quitting, (2) and among both smokers and non-smokers the set in 2015 sustained ability to motivate quitting and staying smoke-free. However, results uncover erosion of salience, suggesting that the set has reached its end of life. Finally, results reveal variability in performance among PWLs; the one PWL that depicts human suffering significantly outperformed the others, and its ability to motivate was most strongly associated with its ability to evoke fear.
CONCLUSION:
Based on the early signs of wear-out (i.e. erosion of salience), and understanding the importance of sustaining upstream outcomes (especially fear evocation) to sustain motivation, we recommend retiring this set of PWLs and replacing it with a stronger set in line with proven standards.
",1,1,2,0,1
8001144,1994,"Olfactory discrimination is achieved through the action of olfactory neurons with diverse chemical specificities. In C. elegans, at least ten different types of chemosensory neurons respond to different chemicals. The odr-7 gene is required for the function of one pair of chemosensory neurons called AWA neurons. odr-7 null mutants fail to respond to all odorants detected by the AWA neurons, while a missense mutation in odr-7 causes a specific defect in one odorant response. odr-7 encodes a protein with similarity to the DNA-binding domain of the nuclear receptor genes; it is expressed predominantly in the AWA neurons. odr-7 may regulate the expression of olfactory signaling molecules that define a single type of olfactory neuron.",1,0,1,0,0
26742640,2015,"Fe65 is a brain enriched multi domain adaptor protein involved in diverse cellular functions. One of its binding partners is the amyloid-β (Aβ) precursor protein (APP), which after sequential proteolytic processing by secretases gives rise to the Alzheimer's Aβ peptide. Fe65 binds to the APP intracellular domain (AICD). Several studies have indicated that Fe65 binding promotes the amyloidogenic processing of APP. It has previously been shown that expression of APP increases concomitantly with a shift of its processing to the non-amyloidogenic pathway during neuronal differentiation. In this study we wanted to investigate the effects of neuronal differentiation on Fe65 expression. We observed that differentiation of SH-SY5Y human neuroblastoma cells induced by retinoic acid (RA), the phorbol ester PMA, or the γ-secretase inhibitor DAPT resulted in an electrophoretic mobility shift of Fe65. Similar effects were observed in rat PC6.3 cells treated with nerve growth factor. The electrophoretic mobility shift was shown to be due to phosphorylation. Previous studies have shown that Fe65 phosphorylation can prevent the APP-Fe65 interaction. We propose that phosphorylation is a way to modify the functions of Fe65 and to promote the non-amyloidogenic processing of APP during neuronal differentiation. ",1,0,1,0,0
20624587,2010,A large international consortium reports in Nature on the diversity of genomic changes in families with autism spectrum disorders. Inherited and de novo mutations affecting many genes were discovered implicating disruption to postsynaptic and cellular signaling processes.,1,0,1,0,0
20628329,2010,"METHODS:
Case report.
OBJECTIVE:
To report on a case of traumatic pneumorachis in a child and to review the existing literature.
BACKGROUND:
Pneumorachis, the presence of air in the spinal canal, is an extremely rare finding. It may be caused by diverse pathologies such as incidental durotomy, barotrauma, pneumothorax, and trauma. In the polytrauma patient, it may be an indication of an occult spinal fracture.
METHODS:
The case of a 15-year old with complete paraplegia presenting with pneumorachis is presented.
RESULTS:
The initial computed tomography scan showed air in the spinal canal as well as surrounding subpleural and intramuscular spaces. However, there was near normal vertebral alignment with no fractures seen. Magnetic resonance imaging taken after the patient was stabilized showed a complete transaction of the spine at T3-T4 with ligamentous injury. A posterior instrumentation and fusion was performed.
CONCLUSIONS:
In the pediatric patient presenting with neurologic deficits and pneumorachis, ligamentous injury of the spine, even in the absence of bony injury, should be suspected.
",1,1,3,0,0
18955158,2008,"In aerobic organisms, oxygen is essential for efficient energy production but paradoxically, produces chronic toxic stress in cells. Diverse protective systems must exist to enable adaptation to oxidative environments. Oxidative stress (OS) results when production of reactive oxidative species (ROS) exceeds the capacity of cellular antioxidant defenses to remove these toxic species. Epidemiological and clinical studies have linked environmental factors such as diet and lifestyle to cancer, diabetes, atherosclerosis, and neurodegenerative disorders. All of these conditions, as well as the aging process, are associated with OS due to elevation of ROS or insufficient ROS detoxification. Many environmental pollutants engage signaling pathways that are activated in response to OS. The same sequences of events are also associated with the etiology and early pathology of many chronic diseases. Investigations of oxidative responses in different in vivo models suggest that, in complex organisms such as mammals, organs and tissues contain distinct antioxidant systems, and this may form the basis for differential susceptibility to environmental toxic agents Thus, understanding the pathways leading to the induction of antioxidant responses will enable development of strategies to protect against oxidative damage. We shall review evidence of organ-specific antioxidant responses elicited by environmental pollutants in humans and animal models.",1,1,2,0,0
28029651,2017,"Pseudogenes have been considered as non-functional transcriptional relics of human genomic for long time. However, recent studies revealed that they play a plethora of roles in diverse physiological and pathological processes, especially in cancer, and many pseudogenes are transcribed into long noncoding RNAs and emerging as a novel class of lncRNAs. However, the biological roles and underlying mechanism of pseudogenes in the pathogenesis of non small cell lung cancer are still incompletely elucidated. This study identifies a putative oncogenic pseudogene DUXAP10 in NSCLC, which is located in 14q11.2 and 2398 nt in length. Firstly, we found that DUXAP10 was significantly up-regulated in 93 human NSCLC tissues and cell lines, and increased DUXAP10 was associated with patients poorer prognosis and short survival time. Furthermore, the loss and gain of functional studies including growth curves, migration, invasion assays and in vivo studies verify the oncogenic roles of DUXAP10 in NSCLC. Finally, the mechanistic experiments indicate that DUXAP10 could interact with Histone demethylase Lysine specific demethylase1 (LSD1) and repress tumor suppressors Large tumor suppressor 2 (LATS2) and Ras-related associated with diabetes (RRAD) transcription in NSCLC cells. Taken together, these findings demonstrate DUXAP10 exerts the oncogenic roles through binding with LSD1 and epigenetic silencing LATS2 and RRAD expression. Our investigation reveals the novel roles of pseudogene in NSCLC, which may serve as new target for NSCLC diagnosis and therapy.",1,0,1,0,0
23383127,2013,"Facile laboratory tools are needed to augment identification in contamination events to trace the contamination back to the source (traceback) of Salmonella enterica subsp. enterica serovar Enteritidis (S. Enteritidis). Understanding the evolution and diversity within and among outbreak strains is the first step towards this goal. To this end, we collected 106 new S. Enteriditis isolates within S. Enteriditis Pulsed-Field Gel Electrophoresis (PFGE) pattern JEGX01.0004 and close relatives, and determined their genome sequences. Sources for these isolates spanned food, clinical and environmental farm sources collected during the 2010 S. Enteritidis shell egg outbreak in the United States along with closely related serovars, S. Dublin, S. Gallinarum biovar Pullorum and S. Gallinarum. Despite the highly homogeneous structure of this population, S. Enteritidis isolates examined in this study revealed thousands of SNP differences and numerous variable genes (n = 366). Twenty-one of these genes from the lineages leading to outbreak-associated samples had nonsynonymous (causing amino acid changes) changes and five genes are putatively involved in known Salmonella virulence pathways. While chromosome synteny and genome organization appeared to be stable among these isolates, genome size differences were observed due to variation in the presence or absence of several phages and plasmids, including phage RE-2010, phage P125109, plasmid pSEEE3072_19 (similar to pSENV), plasmid pOU1114 and two newly observed mobile plasmid elements pSEEE1729_15 and pSEEE0956_35. These differences produced modifications to the assembled bases for these draft genomes in the size range of approximately 4.6 to 4.8 mbp, with S. Dublin being larger (∼4.9 mbp) and S. Gallinarum smaller (4.55 mbp) when compared to S. Enteritidis. Finally, we identified variable S. Enteritidis genes associated with virulence pathways that may be useful markers for the development of rapid surveillance and typing methods, potentially aiding in traceback efforts during future outbreaks involving S. Enteritidis PFGE pattern JEGX01.0004.",1,0,1,0,0
22165549,2011,"Changes to nurse education and the shortage of nurses and midwives in the NHS are likely to affect recruitment to nursing and midwifery professions in Jersey. The Health and Social Services Department in Jersey will face a significant challenge in recruiting experienced nurses and midwives in the future. In an attempt to address the problem, an innovative approach has been developed to encourage school leavers to consider a career in nursing or midwifery. The aim is to increase students' understanding of the diverse roles that exist in this field. Students are offered the opportunity to meet and interact with practitioners from a variety of nursing and midwifery roles.",1,0,1,0,0
23359638,2013,"In an era when global biodiversity is increasingly impacted by rapidly changing climate, efforts to conserve global biodiversity may be compromised if we do not consider the uneven distribution of climate-induced threats. Here, via a novel application of an aggregate Regional Climate Change Index (RCCI) that combines changes in mean annual temperature and precipitation with changes in their interannual variability, we assess multi-dimensional climate changes across the ""Global 200"" ecoregions - a set of priority ecoregions designed to ""achieve the goal of saving a broad diversity of the Earth's ecosystems"" - over the 21(st) century. Using an ensemble of 62 climate scenarios, our analyses show that, between 1991-2010 and 2081-2100, 96% of the ecoregions considered will be likely (more than 66% probability) to face moderate-to-pronounced climate changes, when compared to the magnitudes of change during the past five decades. Ecoregions at high northern latitudes are projected to experience most pronounced climate change, followed by those in the Mediterranean Basin, Amazon Basin, East Africa, and South Asia. Relatively modest RCCI signals are expected over ecoregions in Northwest South America, West Africa, and Southeast Asia, yet with considerable uncertainties. Although not indicative of climate-change impacts per se, the RCCI-based assessment can help policy-makers gain a quantitative and comprehensive overview of the unevenly distributed climate risks across the G200 ecoregions. Whether due to significant climate change signals or large uncertainties, the ecoregions highlighted in the assessment deserve special attention in more detailed impact assessments to inform effective conservation strategies under future climate change.",1,0,1,0,12
30133502,2018,"Climate change is driving emergence and establishment of Ixodes scapularis, the main vector of Lyme disease in Québec, Canada. As for the black-legged tick, I. scapularis Say, global warming may also favor northward expansion of other species of medically important ticks. The aims of this study were to determine (1) current diversity and abundance of ticks of public health significance other than I. scapularis, (2) sex and age of the human population bitten by these ticks (3), and the seasonal and geographic pattern of their occurrence. From 2007 to 2015, twelve tick species other than I. scapularis were submitted in the Québec passive tick surveillance program. Of these 9243 ticks, 91.2% were Ixodes cookei, 4.1% were Dermacentor variabilis, 4.0% were Rhipicephalus sanguineus and 0.7% were Amblyomma americanum. The combined annual proportion of submitted I. cookei, D. variabilis, R. sanguineus and A. americanum ticks in passive surveillance rose from 6.1% in 2007 to 16.0% in 2015 and an annual growing trend was observed for each tick species. The number of municipalities where I. cookei ticks were acquired rose from 104 to 197 during the same period. Of the 862 people bitten by these ticks, 43.3% were I. cookei ticks removed from children aged < 10 years. These findings demonstrate the need for surveillance of all the tick species of medical importance in Québec, particularly because climate may increase their abundance and geographic ranges, increasing the risk to the public of the diseases they transmit.",1,1,4,1,2
28353616,2017,"BACKGROUND:
Recently, several studies showed that the polymorphisms in the coagulation-related genes might be associated with venous thromboembolism (VTE); however, the results were still controversial. We performed a meta-analysis with trial sequential analysis to investigate the associations between the endothelial cell-activated protein C receptor (EPCR) rs9574, F11 rs2289252, F11 rs2036914, FGG rs2066865, FGG rs1049636, CYP4V2 rs13146272, SERPINC1 rs2227589, and GP6 rs1613662 polymorphisms with the risk of VTE.
METHODS:
We searched both the common English-language databases and the Chinese literature databases. Two authors selected studies according to inclusion and exclusion criteria. Crude odds ratios with 95% confidence intervals (CI) were calculated to estimate the strength of this association. Between-study heterogeneity was assessed with the chi-square-based Q test and the I statistic.
RESULTS:
Overall, a total of 20 studies were included. The meta-analysis revealed that the F11 rs2289252, F11 rs2036914, FGG rs2066865, and CYP4V2 rs13146272 polymorphisms were closely related to the development of VTE in the white race under the best genetic models after multiple testing adjustments. The EPCR rs9574, FGG rs1049636, SERPINC1 rs2227589, and GP6 rs1613662 polymorphisms might be potential candidates in the pathogenesis of VTE, but trial sequential analyses and sensitivity analyses indicated that the evidences were limited. Larger scale studies were demanded to avoid false-positive outcomes.
CONCLUSIONS:
Finally, our study demonstrated the important role of rs2289252, rs2036914, rs2066865, and rs13146272 polymorphisms in the development of VTE in the white race. Rs9574, rs1049636, rs2227589 and rs1613662 polymorphisms might be risk factors of VTE. However, more studies involving diverse races are needed to probe the ethnic difference and the underlying mechanisms of significant associations.
",1,1,5,6,6
23937438,2013,"A new paradigm for the pathogenesis of female pelvic cancer helps explain persistent problems in describing the development and diverse morphology of these neoplasms. This paradigm incorporates recent advances in the molecular pathogenesis of epithelial ovarian cancer (EOC) with new insights into the origin of these tumors. Correlated clinicopathologic and molecular genetic studies gave rise to a dualistic model that divides the various histologic types of EOCs into two broad categories designated type I and type II. Because serous carcinomas are the most common EOC and account for the vast majority of deaths, they form the subject of this review. Recent studies indicate that the precursor of ovarian high-grade serous carcinoma appears to develop from an occult intraepithelial carcinoma in the fimbria of the fallopian tube and involves the ovary secondarily. Another possible mechanism is implantation of normal fimbrial epithelium on the denuded ovarian surface at the site of rupture when ovulation occurs, causing the development of cortical inclusion cysts. The dualistic model serves as a framework for the study of ovarian cancer and can help investigators organize this complex group of neoplasms. It also facilitates the development of novel approaches to prevention, screening, and treatment of this devastating disease. ",1,1,2,0,0
27604458,2016,"Dimethylsulfoniopropionate (DMSP), which is the major source of organic sulfur in the world's oceans, plays a significant role in the global sulfur cycle. This compound is rapidly degraded by marine bacteria either by cleavage to dimethylsulfide (DMS) or demethylation to 3-methylmercaptopropionate (MMPA). The diversity of genes encoding bacterial demethylation (dmdA) and DMS production (dddL and dddP) were measured in Arctic Kongsfjorden. Both dmdA and dddL genes were detected in all stations along a transect from the outer to the inner fjord, while dddP gene was only found in the outer and middle parts of the fjord. The dmdA gene was completely confined to the Roseobacter clade, while the dddL gene was confined to the genus Sulfitobacter. Although the dddP gene pool was also dominated by homologs from the Roseobacter clade, there were a few dddP genes showing close relationships to both Alphaproteobacter and Gammaproteobacter. The results of this study suggest that the Roseobacter clade may play an important role in DMSP catabolism via both demethylation and cleavage pathways in surface waters of Kongsfjorden during summer.",1,0,1,0,0
16598261,2006,"Telomere replication is achieved through the combined action of the conventional DNA replication machinery and the reverse transcriptase, telomerase. Telomere-binding proteins have crucial roles in controlling telomerase activity; however, little is known about their role in controlling semi-conservative replication, which synthesizes the bulk of telomeric DNA. Telomere repeats in the fission yeast Schizosaccharomyces pombe are bound by Taz1, a regulator of diverse telomere functions. It is generally assumed that telomere-binding proteins impede replication fork progression. Here we show that, on the contrary, Taz1 is crucial for efficient replication fork progression through the telomere. Using two-dimensional gel electrophoresis, we find that loss of Taz1 leads to stalled replication forks at telomeres and internally placed telomere sequences, regardless of whether the telomeric G-rich strand is replicated by leading- or lagging-strand synthesis. In contrast, the Taz1-interacting protein Rap1 is dispensable for efficient telomeric fork progression. Upon loss of telomerase, taz1Delta telomeres are lost precipitously, suggesting that maintenance of taz1Delta telomere repeats cannot be sustained through semi-conservative replication. As the human telomere proteins TRF1 and TRF2 are Taz1 orthologues, we predict that one or both of the human TRFs may orchestrate fork passage through human telomeres. Stalled forks at dysfunctional human telomeres are likely to accelerate the genomic instability that drives tumorigenesis.",1,0,1,0,0
20150279,2010,"The differentiated features of postmitotic neurons are dictated by the expression of specific transcription factors. The mechanisms by which the precise spatiotemporal expression patterns of these factors are regulated are poorly understood. In C. elegans, the ceh-36 Otx homeobox gene is expressed in the AWC sensory neurons throughout postembryonic development, and regulates terminal differentiation of this neuronal subtype. Here, we show that the HMX/NKX homeodomain protein MLS-2 regulates ceh-36 expression specifically in the AWC neurons. Consequently, the AWC neurons fail to express neuron type-specific characteristics in mls-2 mutants. mls-2 is expressed transiently in postmitotic AWC neurons, and directly initiates ceh-36 expression. CEH-36 subsequently interacts with a distinct site in its cis-regulatory sequences to maintain its own expression, and also directly regulates the expression of AWC-specific terminal differentiation genes. We also show that MLS-2 acts in additional neuron types to regulate their development and differentiation. Our analysis describes a transcription factor cascade that defines the unique postmitotic characteristics of a sensory neuron subtype, and provides insights into the spatiotemporal regulatory mechanisms that generate functional diversity in the sensory nervous system.",1,0,1,0,0
22661974,2012,"Intense research efforts so far have not been sufficient to reduce leishmaniasis burden worldwide. This disease is transmitted by bites of infected sand flies, which inject saliva in the host skin in an attempt to obtain a blood meal. Sand fly saliva has an array of proteins with diverse pharmacological properties that modulates the host homeostatic and immune responses. Some of these proteins are also immunogenic and can induce both cellular and humoral immune responses. Recently, the use of sand fly salivary proteins to estimate exposure to sand fly bites and consequently the risk of infection has emerged. Here, we review evidence that supports the use of the host immune responses against sand fly salivary proteins to estimate risk of infection. We also discuss how the use of recombinant salivary proteins can optimize serological surveys and provide guidance for the implementation of specific measures for disease control in endemic areas.",1,0,1,0,0
23366079,2012,"A system that reliably classifies daily life activities can contribute to more effective and economical treatments for patients with chronic conditions or undergoing rehabilitative therapy. We propose a universal hybrid decision tree classifier for this purpose. The tree classifier can flexibly implement different decision rules at its internal nodes, and can be adapted from a population-based model when supplemented by training data for individuals. The system was tested using seven subjects each monitored by 14 triaxial accelerometers. Each subject performed fourteen different activities typical of daily life. Using leave-one-out cross validation, our decision tree produced average classification accuracies of 89.9%. In contrast, the MATLAB personalized tree classifiers using Gini's diversity index as the split criterion followed by optimally tuning the thresholds for each subject yielded 69.2%.",1,0,1,0,0
27481242,2016,"Streptococcus pneumoniae is an opportunistic pathogen that colonizes the nasopharynx. Herein we show that carbon availability is distinct between the nasopharynx and bloodstream of adult humans: glucose is absent from the nasopharynx, whereas galactose is abundant. We demonstrate that pneumococcal neuraminidase A (NanA), which cleaves terminal sialic acid residues from host glycoproteins, exposed galactose on the surface of septal epithelial cells, thereby increasing its availability during colonization. We observed that S. pneumoniae mutants deficient in NanA and β-galactosidase A (BgaA) failed to form biofilms in vivo despite normal biofilm-forming abilities in vitro Subsequently, we observed that glucose, sucrose, and fructose were inhibitory for biofilm formation, whereas galactose, lactose, and low concentrations of sialic acid were permissive. Together these findings suggested that the genes involved in biofilm formation were under some form of carbon catabolite repression (CCR), a regulatory network in which genes involved in the uptake and metabolism of less-preferred sugars are silenced during growth with preferred sugars. Supporting this notion, we observed that a mutant deficient in pyruvate oxidase, which converts pyruvate to acetyl-phosphate under non-CCR-inducing growth conditions, was unable to form biofilms. Subsequent comparative transcriptome sequencing (RNA-seq) analyses of planktonic and biofilm-grown pneumococci showed that metabolic pathways involving the conversion of pyruvate to acetyl-phosphate and subsequently leading to fatty acid biosynthesis were consistently upregulated during diverse biofilm growth conditions. We conclude that carbon availability in the nasopharynx impacts pneumococcal biofilm formation in vivo Additionally, biofilm formation involves metabolic pathways not previously appreciated to play an important role.",1,1,2,0,0
24189143,2013,"Globally, an estimated 13 million preterm babies are born each year. These babies are at increased risk of infant mortality and life-long health complications. Interventions to prevent preterm birth (PTB) require an understanding of processes driving parturition. Prostaglandins (PGs) have diverse functions in parturition, including regulation of uterine contractility and tissue remodeling. Our studies on cervical remodeling in mice suggest that although local synthesis of PGs are not increased in term ripening, transcripts encoding PG-endoperoxide synthase 2 (Ptgs2) are induced in lipopolysaccharide (LPS)-mediated premature ripening. This study provides evidence for two distinct pathways of cervical ripening: one dependent on PGs derived from paracrine or endocrine sources and the other independent of PG actions. Cervical PG levels are increased in LPS-treated mice, a model of infection-mediated PTB, consistent with increases in PG synthesizing enzymes and reduction in PG-metabolizing enzymes. Administration of SC-236, a PTGS2 inhibitor, along with LPS attenuated cervical softening, consistent with the essential role of PGs in LPS-induced ripening. In contrast, during term and preterm ripening mediated by the antiprogestin, mifepristone, cervical PG levels, and expression of PG synthetic and catabolic enzymes did not change in a manner that supports a role for PGs. These findings in mice, supported by correlative studies in women, suggest PGs do not regulate all aspects of the parturition process. Additionally, it suggests a need to refocus current strategies toward developing therapies for the prevention of PTB that target early, pathway-specific processes rather than focusing on common late end point mediators of PTB. ",1,1,5,0,0
31780741,2019,"Clinical trials monitoring malaria drug resistance require genotyping of recurrent Plasmodium falciparum parasites to distinguish between treatment failure and new infection occurring during the trial follow up period. Because trial participants usually harbour multi-clonal P. falciparum infections, deep amplicon sequencing (AmpSeq) was employed to improve sensitivity and reliability of minority clone detection. Paired samples from 32 drug trial participants were Illumina deep-sequenced for five molecular markers. Reads were analysed by custom-made software HaplotypR and trial outcomes compared to results from the previous standard genotyping method based on length-polymorphic markers. Diversity of AmpSeq markers in pre-treatment samples was comparable or higher than length-polymorphic markers. AmpSeq was highly reproducible with consistent quantification of co-infecting parasite clones within a host. Outcomes of the three best-performing markers, cpmp, cpp and ama1-D3, agreed in 26/32 (81%) of patients. Discordance between the three markers performed per sample was much lower by AmpSeq (six patients) compared to length-polymorphic markers (eleven patients). Using AmpSeq for discrimination of recrudescence and new infection in antimalarial drug trials provides highly reproducible and robust characterization of clone dynamics during trial follow-up. AmpSeq overcomes limitations inherent to length-polymorphic markers. Regulatory clinical trials of antimalarial drugs will greatly benefit from this unbiased typing method.",1,1,2,0,0
